previous_crop,soil_nitrogen,soil_ph,rainfall,temperature,recommended_next_crop
Soybean,44,6.7,1356,16,Barley
Potato,39,6.3,1424,24,Wheat
Maize,16,6.8,1385,19,Soybean
Potato,19,6.7,723,26,Wheat
Rice,29,6.0,1364,33,Maize
Tomato,30,6.8,1489,16,Rice
Rice,35,7.3,1345,22,Maize
Millet,48,5.6,769,26,Cotton
Sugarcane,32,7.3,474,22,Potato
Millet,23,6.7,883,35,Cotton
Tomato,28,6.6,1124,35,Rice
Cotton,44,6.5,1065,23,Tomato
Sugarcane,49,6.8,1403,34,Potato
Tomato,29,5.9,1496,35,Rice
Maize,30,6.8,1115,29,Soybean
Rice,36,7.1,895,21,Maize
Cotton,40,7.0,621,30,Tomato
Sugarcane,17,7.4,766,34,Potato
Millet,13,6.2,546,16,Cotton
Tomato,28,5.9,782,24,Rice
Cotton,44,6.1,492,24,Tomato
Maize,28,6.7,1475,24,Soybean
Barley,45,7.1,812,15,Wheat
Tomato,13,6.3,494,20,Rice
Cotton,12,7.1,1103,17,Tomato
Millet,38,6.0,1135,35,Cotton
Sugarcane,35,7.3,1235,29,Potato
Rice,10,5.6,1410,28,Maize
Rice,30,7.3,1051,16,Maize
Barley,12,6.6,825,35,Wheat
Barley,39,7.0,1051,20,Wheat
Maize,18,7.5,1425,23,Soybean
Cotton,18,6.1,1292,15,Tomato
Millet,48,7.0,411,33,Cotton
Soybean,21,6.8,480,15,Barley
Sugarcane,49,5.8,994,34,Potato
Sugarcane,17,7.0,801,32,Potato
Maize,37,6.3,387,19,Soybean
Maize,15,6.2,1392,33,Soybean
Soybean,24,6.5,1231,18,Barley
Sugarcane,43,5.5,1165,30,Potato
Tomato,14,6.8,489,32,Rice
Millet,28,6.4,461,19,Cotton
Tomato,22,7.4,1466,22,Rice
Millet,43,6.5,645,30,Cotton
Potato,14,6.4,656,24,Wheat
Maize,16,6.5,458,34,Soybean
Sugarcane,20,7.3,356,30,Potato
Potato,39,7.4,1324,26,Wheat
Millet,47,6.1,1037,29,Cotton
Wheat,14,6.2,1032,28,Rice
Tomato,20,5.6,1306,21,Rice
Sugarcane,37,5.5,791,23,Potato
Rice,46,6.6,1058,19,Maize
Soybean,31,7.2,301,15,Barley
Maize,41,5.8,516,34,Soybean
Rice,43,6.8,898,18,Maize
Maize,44,6.3,1166,33,Soybean
Millet,12,7.4,1187,17,Cotton
Soybean,33,6.0,1295,29,Barley
Soybean,34,6.0,650,15,Barley
Sugarcane,33,6.0,1080,32,Potato
Cotton,49,7.0,589,27,Tomato
Barley,16,5.9,879,32,Wheat
Rice,18,7.3,447,17,Maize
Cotton,31,6.5,585,18,Tomato
Potato,13,6.9,380,30,Wheat
Tomato,13,7.3,464,17,Rice
Wheat,25,6.8,729,31,Rice
Maize,37,6.3,1073,33,Soybean
Cotton,43,7.0,804,24,Tomato
Cotton,40,6.0,1056,25,Tomato
Barley,19,7.5,341,22,Wheat
Tomato,44,6.8,1429,16,Rice
Wheat,19,6.8,495,15,Rice
Wheat,43,6.7,1070,28,Rice
Millet,19,6.2,944,35,Cotton
Cotton,12,7.0,749,22,Tomato
Maize,17,7.3,875,35,Soybean
Wheat,48,5.9,581,28,Rice
Soybean,23,6.2,925,30,Barley
Millet,28,6.1,393,28,Cotton
Barley,37,6.3,1089,26,Wheat
Soybean,26,6.7,388,15,Barley
Potato,11,6.6,1305,16,Wheat
Millet,33,6.4,800,27,Cotton
Barley,39,5.5,1101,25,Wheat
Rice,34,5.8,1287,31,Maize
Wheat,33,5.7,1176,17,Rice
Barley,13,6.3,1407,27,Wheat
Sugarcane,30,7.5,965,25,Potato
Cotton,23,6.0,1339,27,Tomato
Potato,33,7.4,1208,33,Wheat
Wheat,31,6.8,1352,16,Rice
Tomato,30,6.6,1238,17,Rice
Tomato,31,5.8,1066,29,Rice
Tomato,45,6.1,1110,21,Rice
Barley,32,6.2,574,27,Wheat
Barley,28,7.2,725,34,Wheat
Potato,49,6.1,1496,20,Wheat
Potato,30,5.7,788,25,Wheat
Potato,20,5.9,959,33,Wheat
Sugarcane,30,7.2,609,20,Potato
Wheat,28,7.0,465,31,Rice
Barley,25,7.5,1242,18,Wheat
Rice,13,6.0,889,28,Maize
Tomato,15,5.7,1230,16,Rice
Tomato,33,6.8,1294,20,Rice
Barley,25,6.2,753,15,Wheat
Sugarcane,10,6.4,745,33,Potato
Tomato,30,7.3,730,33,Rice
Soybean,50,5.5,1230,34,Barley
Wheat,24,7.1,971,31,Rice
Soybean,44,6.2,1118,21,Barley
Barley,19,6.8,1357,25,Wheat
Barley,47,6.0,1370,31,Wheat
Potato,45,7.4,375,30,Wheat
Millet,47,7.3,531,21,Cotton
Sugarcane,20,7.0,797,28,Potato
Barley,29,5.8,1375,24,Wheat
Maize,35,6.4,814,24,Soybean
Potato,27,6.6,1148,19,Wheat
Barley,41,7.3,753,33,Wheat
Cotton,35,6.6,1293,22,Tomato
Millet,13,6.0,734,20,Cotton
Rice,45,6.2,1014,35,Maize
Maize,42,6.7,485,24,Soybean
Rice,15,7.0,704,15,Maize
Cotton,13,6.0,1191,16,Tomato
Millet,20,6.3,697,17,Cotton
Rice,37,6.2,481,25,Maize
Maize,16,7.1,1431,31,Soybean
Rice,35,7.2,346,15,Maize
Rice,48,6.9,1111,29,Maize
Barley,20,7.3,1456,20,Wheat
Wheat,48,7.4,749,30,Rice
Soybean,15,6.7,530,28,Barley
Maize,16,7.4,1260,26,Soybean
Tomato,34,6.4,868,16,Rice
Maize,32,6.8,1052,17,Soybean
Soybean,27,6.9,415,25,Barley
Potato,15,5.8,1151,18,Wheat
Wheat,28,5.9,996,15,Rice
Maize,24,6.8,348,20,Soybean
Wheat,47,6.3,1498,16,Rice
Barley,26,6.8,1326,21,Wheat
Wheat,29,7.1,765,33,Rice
Maize,35,5.5,1006,31,Soybean
Sugarcane,20,6.0,1431,16,Potato
Millet,34,6.7,465,17,Cotton
Cotton,49,5.7,366,31,Tomato
Rice,30,7.3,1356,23,Maize
Sugarcane,40,6.8,1115,19,Potato
Barley,38,7.4,1472,31,Wheat
Wheat,10,6.2,1183,18,Rice
Cotton,17,6.6,852,31,Tomato
Millet,24,6.2,675,15,Cotton
Cotton,19,6.2,1092,21,Tomato
Cotton,12,5.8,329,18,Tomato
Tomato,12,6.7,1052,27,Rice
Sugarcane,26,7.2,1327,30,Potato
Maize,49,6.3,505,23,Soybean
Millet,11,5.7,1492,25,Cotton
Soybean,47,6.0,488,20,Barley
Tomato,26,6.2,359,25,Rice
Soybean,21,6.0,1367,22,Barley
Potato,27,5.6,1221,32,Wheat
Rice,46,6.0,793,15,Maize
Potato,40,5.9,806,20,Wheat
Soybean,17,7.0,637,19,Barley
Millet,26,6.2,628,24,Cotton
Cotton,48,7.4,1238,20,Tomato
Rice,28,6.6,1033,25,Maize
Wheat,20,6.8,505,17,Rice
Wheat,29,6.0,901,29,Rice
Rice,17,7.1,1231,28,Maize
Potato,22,6.5,1041,29,Wheat
Wheat,20,6.9,524,30,Rice
Tomato,28,6.7,909,28,Rice
Cotton,19,6.3,404,21,Tomato
Millet,41,7.3,467,17,Cotton
Cotton,40,6.1,628,16,Tomato
Rice,13,6.9,357,34,Maize
Tomato,41,6.0,1129,26,Rice
Potato,17,6.6,602,20,Wheat
Maize,20,7.1,993,23,Soybean
Millet,38,6.2,412,31,Cotton
Soybean,37,6.1,395,22,Barley
Barley,32,6.9,1283,19,Wheat
Cotton,10,6.9,444,17,Tomato
Potato,28,5.6,439,29,Wheat
Wheat,42,6.7,1493,15,Rice
Maize,50,7.2,1298,27,Soybean
Wheat,22,7.4,820,30,Rice
Wheat,39,6.2,448,17,Rice
Rice,19,6.3,993,23,Maize
Soybean,49,6.3,1373,28,Barley
Cotton,16,6.6,461,16,Tomato
Wheat,41,5.9,966,32,Rice
Maize,39,6.0,1492,18,Soybean
Rice,10,7.2,837,34,Maize
Soybean,25,5.8,689,25,Barley
Barley,26,6.4,1133,19,Wheat
Rice,24,6.4,658,16,Maize
Cotton,28,7.2,1279,29,Tomato
Soybean,36,5.8,550,30,Barley
Sugarcane,24,6.9,1018,20,Potato
Tomato,28,6.8,468,25,Rice
Cotton,25,7.2,934,17,Tomato
Tomato,34,5.8,755,27,Rice
Maize,34,6.5,1233,34,Soybean
Potato,50,6.1,892,20,Wheat
Sugarcane,20,6.9,1056,21,Potato
Soybean,37,6.9,547,32,Barley
Cotton,14,7.2,1356,31,Tomato
Rice,31,7.3,1106,23,Maize
Soybean,13,5.7,861,31,Barley
Wheat,14,6.4,727,33,Rice
Rice,35,6.5,1306,15,Maize
Rice,30,7.3,1121,19,Maize
Barley,44,6.0,302,16,Wheat
Cotton,13,5.6,1041,21,Tomato
Wheat,28,5.6,1095,33,Rice
Barley,40,6.2,396,19,Wheat
Cotton,36,6.6,475,21,Tomato
Millet,50,6.4,448,29,Cotton
Sugarcane,44,6.4,402,31,Potato
Sugarcane,27,6.6,1383,21,Potato
Potato,21,5.9,520,26,Wheat
Barley,41,5.5,604,31,Wheat
Potato,48,5.6,1217,18,Wheat
Soybean,30,6.9,404,28,Barley
Rice,12,6.7,1187,32,Maize
Sugarcane,29,6.8,1060,31,Potato
Sugarcane,46,7.3,610,23,Potato
Cotton,31,7.3,705,26,Tomato
Rice,16,6.7,721,35,Maize
Potato,10,7.0,521,34,Wheat
Barley,14,6.5,546,18,Wheat
Sugarcane,21,5.9,1144,18,Potato
Cotton,37,7.5,970,30,Tomato
Tomato,28,6.4,567,32,Rice
Soybean,46,5.8,998,33,Barley
Soybean,17,7.0,645,18,Barley
Soybean,22,6.6,1041,19,Barley
Tomato,12,6.2,590,21,Rice
Soybean,17,7.1,834,33,Barley
Cotton,49,6.1,1119,32,Tomato
Soybean,15,6.1,1386,17,Barley
Millet,21,6.7,917,21,Cotton
Potato,36,6.0,1287,16,Wheat
Tomato,32,6.4,934,24,Rice
Sugarcane,35,6.5,1469,18,Potato
Sugarcane,19,5.7,469,26,Potato
Rice,49,5.7,1084,28,Maize
Cotton,28,6.5,1430,27,Tomato
Maize,49,6.4,330,16,Soybean
Soybean,45,5.9,746,29,Barley
Rice,10,6.3,783,30,Maize
Rice,12,5.8,538,15,Maize
Barley,41,6.1,424,27,Wheat
Millet,43,7.1,356,18,Cotton
Tomato,22,7.2,1389,32,Rice
Millet,22,6.0,1413,20,Cotton
Cotton,36,6.2,707,27,Tomato
Sugarcane,12,6.8,1159,33,Potato
Maize,44,7.3,906,22,Soybean
Potato,31,5.5,758,30,Wheat
Barley,49,5.8,842,33,Wheat
Sugarcane,45,6.0,538,27,Potato
Potato,25,7.0,808,25,Wheat
Cotton,25,7.2,1477,17,Tomato
Soybean,25,6.8,617,31,Barley
Soybean,33,7.2,391,25,Barley
Soybean,33,6.4,811,24,Barley
Barley,33,6.1,1147,16,Wheat
Cotton,38,6.5,867,30,Tomato
Soybean,43,5.8,1152,23,Barley
Sugarcane,28,5.6,637,30,Potato
Rice,21,6.1,517,15,Maize
Barley,11,6.0,656,26,Wheat
Potato,48,6.3,527,33,Wheat
Potato,40,7.0,483,15,Wheat
Wheat,27,6.4,795,30,Rice
Soybean,10,6.4,550,25,Barley
Millet,44,6.7,505,18,Cotton
Sugarcane,26,6.8,548,15,Potato
Wheat,42,7.0,401,32,Rice
Potato,19,5.7,451,17,Wheat
Rice,14,6.5,906,31,Maize
Wheat,31,7.4,1408,25,Rice
Potato,30,7.0,1294,28,Wheat
Cotton,15,7.0,1461,31,Tomato
Maize,25,6.1,785,19,Soybean
Rice,43,5.5,1265,26,Maize
Rice,19,5.9,1354,19,Maize
Cotton,11,5.9,318,26,Tomato
Soybean,46,6.3,1359,32,Barley
Soybean,31,6.3,589,28,Barley
Soybean,28,6.5,1219,32,Barley
Potato,28,7.0,1058,23,Wheat
Wheat,31,6.2,1297,22,Rice
Sugarcane,43,5.7,1462,20,Potato
Wheat,27,5.7,915,25,Rice
Maize,45,5.6,1251,32,Soybean
Maize,26,7.1,855,22,Soybean
Potato,22,6.4,675,21,Wheat
Tomato,31,6.3,463,31,Rice
Rice,14,7.5,974,30,Maize
Barley,25,6.3,1091,26,Wheat
Barley,47,5.6,1339,18,Wheat
Tomato,25,7.4,928,32,Rice
Rice,28,6.1,978,26,Maize
Potato,50,6.8,504,21,Wheat
Rice,17,6.3,892,22,Maize
Soybean,20,6.9,1200,18,Barley
Wheat,48,6.4,461,30,Rice
Cotton,13,7.1,1016,31,Tomato
Sugarcane,32,6.0,1381,17,Potato
Barley,34,5.9,680,28,Wheat
Sugarcane,48,6.8,1155,28,Potato
Soybean,21,6.1,1452,31,Barley
Sugarcane,42,6.9,1225,34,Potato
Tomato,31,5.7,474,22,Rice
Sugarcane,30,5.8,449,23,Potato
Wheat,26,6.7,661,23,Rice
Sugarcane,24,5.8,610,16,Potato
Cotton,33,7.3,1318,30,Tomato
Wheat,38,7.2,1068,17,Rice
Rice,22,6.7,1107,18,Maize
Maize,11,7.4,735,34,Soybean
Wheat,21,6.4,508,22,Rice
Soybean,20,7.4,572,33,Barley
Sugarcane,34,6.1,1046,25,Potato
Soybean,41,7.0,1285,22,Barley
Soybean,49,6.3,1098,16,Barley
Tomato,34,5.7,646,17,Rice
Sugarcane,36,7.5,635,18,Potato
Wheat,21,5.6,968,24,Rice
Cotton,33,6.6,316,17,Tomato
Sugarcane,10,6.8,1434,31,Potato
Potato,41,6.9,1312,22,Wheat
Millet,23,5.8,672,35,Cotton
Maize,49,7.0,497,24,Soybean
Soybean,30,5.5,1391,32,Barley
Potato,47,5.6,568,16,Wheat
Potato,39,6.0,618,24,Wheat
Soybean,17,5.5,1072,33,Barley
Millet,42,7.4,1350,27,Cotton
Millet,31,7.2,881,34,Cotton
Millet,48,5.5,1345,34,Cotton
Cotton,11,7.3,348,16,Tomato
Sugarcane,25,7.4,355,25,Potato
Wheat,46,6.4,1165,26,Rice
Millet,29,6.0,1130,25,Cotton
Wheat,13,6.8,931,20,Rice
Maize,10,6.0,311,17,Soybean
Potato,10,7.5,613,30,Wheat
Potato,39,6.9,1274,33,Wheat
Barley,10,7.2,1470,24,Wheat
Maize,24,5.8,1363,23,Soybean
Sugarcane,40,7.1,448,24,Potato
Wheat,15,6.1,617,17,Rice
Rice,13,5.6,640,18,Maize
Soybean,28,6.9,1403,17,Barley
Soybean,40,6.0,454,20,Barley
Wheat,29,5.6,1084,18,Rice
Cotton,28,7.0,1461,33,Tomato
Millet,22,6.6,1486,18,Cotton
Maize,32,5.9,609,23,Soybean
Maize,26,7.2,532,20,Soybean
Wheat,13,7.2,429,33,Rice
Sugarcane,21,6.4,444,33,Potato
Potato,14,6.9,1341,32,Wheat
Wheat,13,7.3,1317,30,Rice
Cotton,16,7.4,1434,17,Tomato
Rice,50,5.8,980,15,Maize
Barley,28,7.5,557,35,Wheat
Cotton,28,7.3,1049,16,Tomato
Sugarcane,24,6.4,1091,35,Potato
Sugarcane,33,6.1,1105,21,Potato
Millet,47,5.6,1087,33,Cotton
Wheat,19,6.1,532,15,Rice
Potato,41,5.7,772,18,Wheat
Cotton,19,5.7,812,31,Tomato
Wheat,37,6.8,608,32,Rice
Tomato,33,5.6,1055,33,Rice
Soybean,15,7.3,1059,19,Barley
Soybean,30,7.3,531,28,Barley
Cotton,34,6.7,1301,26,Tomato
Potato,11,6.8,1170,25,Wheat
Rice,45,6.8,572,21,Maize
Sugarcane,43,6.8,596,23,Potato
Sugarcane,13,7.2,558,19,Potato
Sugarcane,43,7.4,1479,25,Potato
Barley,29,6.8,503,22,Wheat
Cotton,44,6.8,650,25,Tomato
Millet,50,6.9,1241,28,Cotton
Tomato,29,6.6,359,29,Rice
Tomato,22,6.0,1318,20,Rice
Rice,43,7.1,929,23,Maize
Barley,43,6.1,1345,30,Wheat
Potato,17,6.7,1079,31,Wheat
Millet,12,7.1,710,35,Cotton
Barley,38,7.3,1341,34,Wheat
Millet,11,6.1,1339,20,Cotton
Barley,37,6.9,1234,35,Wheat
Cotton,40,6.8,822,27,Tomato
Soybean,37,6.9,512,34,Barley
Potato,30,6.9,530,26,Wheat
Sugarcane,43,5.5,1036,16,Potato
Barley,15,6.0,442,15,Wheat
Millet,35,5.5,362,33,Cotton
Soybean,43,7.3,358,28,Barley
Barley,37,6.6,611,31,Wheat
Wheat,44,6.2,444,35,Rice
Potato,11,6.6,815,26,Wheat
Wheat,18,6.3,676,20,Rice
Cotton,35,6.4,728,23,Tomato
Cotton,20,7.0,445,20,Tomato
Barley,28,6.1,412,15,Wheat
Maize,41,7.5,911,19,Soybean
Millet,26,6.5,1398,24,Cotton
Cotton,26,5.6,456,24,Tomato
Wheat,22,6.6,1388,17,Rice
Tomato,33,5.6,608,28,Rice
Soybean,33,6.8,1454,33,Barley
Sugarcane,28,5.9,494,26,Potato
Millet,34,5.7,1468,31,Cotton
Wheat,21,5.9,1143,24,Rice
Soybean,29,6.8,354,20,Barley
Soybean,21,7.4,1014,31,Barley
Cotton,34,6.8,415,28,Tomato
Millet,36,6.8,1466,28,Cotton
Millet,48,5.5,1281,26,Cotton
Sugarcane,10,7.2,318,20,Potato
Soybean,29,6.1,1456,33,Barley
Maize,42,7.4,703,33,Soybean
Cotton,37,6.6,1018,34,Tomato
Tomato,15,5.8,1191,35,Rice
Potato,23,7.4,962,30,Wheat
Maize,49,5.7,1251,22,Soybean
Rice,48,6.8,317,28,Maize
Cotton,38,7.2,488,33,Tomato
Barley,33,6.1,366,27,Wheat
Barley,48,7.1,1255,16,Wheat
Sugarcane,19,6.4,903,33,Potato
Wheat,31,6.7,394,31,Rice
Potato,48,6.6,586,30,Wheat
Wheat,50,7.1,623,22,Rice
Tomato,43,5.9,1362,17,Rice
Barley,37,7.2,955,25,Wheat
Rice,32,6.6,855,26,Maize
Millet,41,7.1,1274,35,Cotton
Potato,48,6.6,334,34,Wheat
Soybean,42,6.5,1387,24,Barley
Wheat,31,7.3,1254,15,Rice
Rice,23,6.2,327,34,Maize
Soybean,47,6.9,1140,32,Barley
Maize,17,6.9,1330,22,Soybean
Potato,47,6.2,1137,27,Wheat
Soybean,13,6.3,1436,15,Barley
Wheat,14,6.4,594,20,Rice
Cotton,44,6.1,812,27,Tomato
Tomato,28,7.0,1191,24,Rice
Rice,11,6.9,1006,17,Maize
Potato,10,5.7,441,16,Wheat
Sugarcane,29,5.6,389,23,Potato
Soybean,29,5.9,912,28,Barley
Millet,46,6.0,1456,15,Cotton
Potato,34,6.8,909,16,Wheat
Potato,41,6.6,964,25,Wheat
Potato,43,6.9,956,26,Wheat
Sugarcane,13,5.8,611,28,Potato
Sugarcane,35,7.2,1038,24,Potato
Soybean,27,7.5,306,22,Barley
Soybean,36,7.4,486,20,Barley
Sugarcane,20,5.5,1140,19,Potato
Potato,43,7.0,355,22,Wheat
Cotton,42,7.2,1163,35,Tomato
Maize,15,6.0,644,21,Soybean
Rice,47,6.9,1408,19,Maize
Soybean,38,5.8,349,32,Barley
Millet,41,6.2,1212,32,Cotton
Rice,13,6.5,575,23,Maize
Barley,48,6.6,582,35,Wheat
Rice,47,6.4,1131,17,Maize
Soybean,25,6.1,1175,16,Barley
Sugarcane,22,6.2,837,23,Potato
Cotton,50,7.1,596,23,Tomato
Tomato,21,7.5,1087,32,Rice
Barley,43,6.2,420,33,Wheat
Rice,16,6.1,886,27,Maize
Sugarcane,11,6.8,1107,34,Potato
Millet,16,6.9,912,33,Cotton
Potato,19,5.7,350,34,Wheat
Rice,47,6.6,857,28,Maize
Wheat,24,6.6,1034,32,Rice
Maize,17,6.5,1037,28,Soybean
Cotton,20,5.6,1363,27,Tomato
Wheat,50,6.1,905,27,Rice
Maize,42,6.4,1040,22,Soybean
Millet,46,6.0,934,27,Cotton
Rice,29,7.1,576,17,Maize
Rice,33,6.9,316,23,Maize
Sugarcane,31,6.4,506,24,Potato
Sugarcane,11,6.6,1321,34,Potato
Millet,15,6.2,624,29,Cotton
Barley,18,6.2,1158,22,Wheat
Sugarcane,41,6.6,305,34,Potato
Soybean,34,6.7,985,17,Barley
Rice,18,6.0,1236,30,Maize
Millet,48,7.2,1180,18,Cotton
Millet,49,7.4,380,16,Cotton
Barley,38,5.9,364,20,Wheat
Wheat,26,7.1,1386,31,Rice
Barley,31,7.3,533,20,Wheat
Barley,22,5.5,479,30,Wheat
Tomato,17,6.6,1234,31,Rice
Cotton,42,7.1,1003,28,Tomato
Rice,19,6.4,1332,24,Maize
Millet,23,6.1,1265,24,Cotton
Cotton,22,6.1,1025,23,Tomato
Maize,21,7.0,509,31,Soybean
Rice,20,7.0,1135,17,Maize
Barley,17,7.2,958,15,Wheat
Wheat,29,5.8,880,16,Rice
Barley,25,5.7,809,34,Wheat
Wheat,29,7.0,1237,29,Rice
Wheat,14,6.7,1245,21,Rice
Barley,31,5.9,1257,33,Wheat
Maize,49,6.6,846,24,Soybean
Potato,20,7.1,1104,18,Wheat
Tomato,17,5.7,1355,32,Rice
Barley,25,6.5,1075,21,Wheat
Millet,50,6.3,1275,30,Cotton
Wheat,17,6.4,1069,32,Rice
Tomato,33,6.4,1454,30,Rice
Millet,39,5.9,311,30,Cotton
Soybean,47,6.7,999,30,Barley
Millet,19,6.1,502,34,Cotton
Soybean,50,6.5,398,31,Barley
Potato,48,7.4,325,15,Wheat
Soybean,39,6.8,785,32,Barley
Millet,49,7.0,1023,22,Cotton
Barley,45,6.6,1228,31,Wheat
Tomato,44,6.1,1198,35,Rice
Sugarcane,46,6.9,1024,23,Potato
Tomato,37,6.6,583,19,Rice
Barley,27,5.9,403,15,Wheat
Wheat,49,6.6,590,20,Rice
Rice,13,6.4,640,33,Maize
Rice,37,6.6,555,34,Maize
Sugarcane,36,6.7,1375,29,Potato
Sugarcane,22,6.2,485,25,Potato
Barley,10,5.6,514,31,Wheat
Wheat,40,7.5,1277,21,Rice
Potato,11,6.2,1444,20,Wheat
Millet,11,6.7,329,32,Cotton
Tomato,27,5.5,644,31,Rice
Maize,16,6.5,782,19,Soybean
Tomato,36,5.8,823,34,Rice
Cotton,34,5.6,1130,27,Tomato
Barley,34,6.5,1447,20,Wheat
Millet,19,7.1,842,29,Cotton
Soybean,45,5.9,645,35,Barley
Rice,18,6.8,578,20,Maize
Cotton,30,7.5,755,22,Tomato
Sugarcane,34,6.9,640,22,Potato
Potato,38,5.9,1068,35,Wheat
Sugarcane,28,6.1,1290,29,Potato
Millet,20,6.2,1048,27,Cotton
Sugarcane,33,7.4,810,22,Potato
Barley,12,6.7,1480,35,Wheat
Cotton,47,6.1,1190,32,Tomato
Potato,44,7.5,1223,25,Wheat
Barley,20,5.8,538,34,Wheat
Millet,36,5.8,1082,35,Cotton
Cotton,10,6.2,705,34,Tomato
Maize,26,6.6,757,18,Soybean
Wheat,44,6.7,712,29,Rice
Wheat,34,6.5,991,34,Rice
Rice,24,6.3,566,22,Maize
Cotton,50,6.0,551,29,Tomato
Wheat,44,5.9,743,15,Rice
Wheat,41,7.1,1164,29,Rice
Tomato,50,6.8,851,22,Rice
Barley,33,5.7,709,22,Wheat
Potato,36,6.5,978,20,Wheat
Barley,46,6.9,473,26,Wheat
Potato,20,7.3,1454,24,Wheat
Sugarcane,12,6.6,589,18,Potato
Millet,32,6.1,1455,32,Cotton
Rice,36,5.9,1255,35,Maize
Millet,41,6.4,1167,19,Cotton
Rice,30,6.6,1320,24,Maize
Cotton,50,6.9,1350,34,Tomato
Tomato,28,6.7,1357,19,Rice
Sugarcane,46,7.4,435,23,Potato
Sugarcane,50,6.9,1311,34,Potato
Soybean,50,5.9,848,35,Barley
Barley,17,6.9,1329,19,Wheat
Maize,20,5.9,653,28,Soybean
Potato,22,6.9,636,33,Wheat
Sugarcane,16,6.6,465,17,Potato
Barley,32,7.3,884,29,Wheat
Cotton,33,6.7,1278,23,Tomato
Soybean,14,6.6,1153,15,Barley
Maize,19,6.9,1407,16,Soybean
Soybean,31,7.0,1114,20,Barley
Cotton,46,6.0,933,21,Tomato
Barley,33,6.0,699,16,Wheat
Wheat,46,6.3,1194,22,Rice
Maize,39,5.9,1223,20,Soybean
Cotton,12,7.3,841,35,Tomato
Tomato,11,6.5,1144,34,Rice
Wheat,41,6.5,1369,16,Rice
Potato,37,6.4,428,16,Wheat
Barley,46,6.8,716,18,Wheat
Wheat,38,5.6,665,18,Rice
Soybean,12,6.5,591,31,Barley
Tomato,44,6.9,751,28,Rice
Rice,43,5.7,1176,25,Maize
Soybean,38,5.6,762,33,Barley
Rice,43,6.3,1238,19,Maize
Sugarcane,23,7.2,1262,27,Potato
Cotton,50,6.2,666,29,Tomato
Millet,31,6.8,900,27,Cotton
Rice,27,6.9,604,15,Maize
Potato,15,6.9,946,18,Wheat
Wheat,30,5.7,1286,20,Rice
Rice,15,7.5,829,22,Maize
Sugarcane,50,7.0,655,32,Potato
Cotton,28,6.3,1079,23,Tomato
Wheat,25,6.3,719,25,Rice
Soybean,32,7.2,1123,23,Barley
Barley,35,7.0,446,18,Wheat
Cotton,21,5.6,1475,30,Tomato
Wheat,47,6.1,562,34,Rice
Barley,23,6.3,792,29,Wheat
Barley,24,7.3,1449,30,Wheat
Rice,16,7.3,390,15,Maize
Soybean,48,5.8,1301,29,Barley
Rice,33,6.7,755,20,Maize
Maize,13,6.6,378,28,Soybean
Tomato,32,7.1,901,29,Rice
Cotton,32,5.9,842,25,Tomato
Maize,15,5.9,949,17,Soybean
Rice,17,7.5,495,25,Maize
Rice,35,7.4,418,24,Maize
Tomato,38,7.4,882,19,Rice
Maize,39,6.9,595,19,Soybean
Sugarcane,31,7.2,1490,18,Potato
Soybean,39,6.0,470,32,Barley
Soybean,39,6.1,1094,17,Barley
Sugarcane,42,7.3,1196,34,Potato
Maize,31,6.7,745,20,Soybean
Tomato,30,5.9,938,17,Rice
Sugarcane,34,6.8,1054,24,Potato
Sugarcane,45,6.1,477,28,Potato
Rice,12,6.9,1432,32,Maize
Rice,43,7.3,951,22,Maize
Cotton,19,6.3,1217,19,Tomato
Tomato,34,7.3,446,32,Rice
Potato,39,7.3,1457,28,Wheat
Soybean,34,6.2,768,29,Barley
Sugarcane,29,6.2,432,22,Potato
Tomato,35,6.8,431,25,Rice
Barley,44,6.1,582,25,Wheat
Soybean,38,7.1,1098,19,Barley
Wheat,12,6.9,649,29,Rice
Potato,39,6.4,1460,33,Wheat
Tomato,31,6.6,1217,17,Rice
Barley,15,5.8,1012,29,Wheat
Wheat,27,7.0,818,25,Rice
Cotton,36,6.8,707,35,Tomato
Barley,50,6.8,344,34,Wheat
Tomato,26,5.7,862,17,Rice
Soybean,37,6.7,842,32,Barley
Potato,17,6.4,1082,30,Wheat
Maize,32,5.6,971,24,Soybean
Sugarcane,46,6.7,1316,31,Potato
Soybean,18,7.2,1430,20,Barley
Tomato,10,7.1,1091,34,Rice
Cotton,17,5.6,583,21,Tomato
Maize,27,6.1,1076,29,Soybean
Maize,13,7.1,321,24,Soybean
Millet,37,6.6,769,33,Cotton
Maize,12,6.0,1335,20,Soybean
Maize,45,7.2,599,18,Soybean
Potato,29,6.5,733,22,Wheat
Maize,39,5.8,653,26,Soybean
Sugarcane,36,6.1,427,30,Potato
Cotton,23,5.7,538,22,Tomato
Millet,15,7.5,1424,32,Cotton
Barley,11,5.7,1144,22,Wheat
Soybean,18,6.5,1263,15,Barley
Millet,37,6.1,384,20,Cotton
Millet,27,7.0,1417,18,Cotton
Potato,17,5.9,562,21,Wheat
Cotton,16,5.5,1195,33,Tomato
Sugarcane,41,5.8,455,21,Potato
Wheat,49,6.2,877,29,Rice
Millet,32,5.8,1087,26,Cotton
Millet,26,6.0,1374,18,Cotton
Barley,46,6.3,812,35,Wheat
Rice,36,6.7,737,35,Maize
Rice,30,6.4,1469,17,Maize
Millet,20,7.5,332,23,Cotton
Soybean,40,6.8,629,23,Barley
